0x8	0x10
0x27	0x19d
0x32	0xe9
0x3d	0xa2
0x48	0x7c
0x78	0x5187
0x9e	0x51ab
0xe5	0x51cf
0xf1	0x156
0xfc	0x130
0x12c	0x51f3
0x152	0x5217
0x199	0x523b
0x1a5	0x25c
0x1b0	0x215
0x1bb	0x1ef
0x1eb	0x525f
0x211	0x5283
0x258	0x52a7
0x264	0x2ae
0x2aa	0x52cb
0x2f7	0x2fe0x2f6
0x374	0x52ef
0x381	0x389
0x39b	0xbf4
0x3b4	0x5322
0x3c1	0x3c9
0x3cc	0xc61
0x3e3	0x5353
0x3ed	0x5374
0x3f0	0xcc7
0x3f5	0x53a5
0x402	0x40a
0x416	0xccd
0x41b	0x53d6
0x41e	0xd8d
0x423	0x5407
0x42b	0x5438
0x438	0x440
0x47a	0x482
0x48c	0x494
0x4ad	0x4b5
0x4ff	0x507
0x511	0x519
0x532	0x53a
0x57a	0xdf6
0x581	0x5459
0x58e	0x596
0x5b2	0xe95
0x5b7	0x548c
0x5c4	0x5cc
0x5de	0xf07
0x5e3	0x54bd
0x5e6	0xf1d
0x607	0x54f8
0x60a	0xf2c
0x60f	0x616
0x612	0xf3b
0x62d	0x5533
0x63a	0x642
0x64e	0xf44
0x653	0x5564
0x65b	0x5595
0x668	0x670
0x673	0x1009
0x678	0x55c6
0x67b	0x1014
0x680	0x55f7
0x68d	0x695
0x6a7	0x6af
0x6b9	0x6c1
0x6da	0x6e2
0x719	0x101a
0x724	0x5618
0x727	0x106b
0x72c	0x5653
0x739	0x741
0x744	0x107a
0x749	0x5684
0x74c	0x1115
0x751	0x56b5
0x754	0x111b
0x759	0x56f0
0x766	0x76e
0x77a	0x112a
0x77f	0x5721
0x782	0x1145
0x787	0x5752
0x794	0x79c
0x79f	0x11fb
0x7a4	0x5783
0x7a7	0x1206
0x7ac	0x2fe0x7ab
0x7b4	0x57b4
0x7c1	0x7c9
0x7d5	0x12640x7b3
0x7da	0x57e5
0x7e7	0x7ef
0x821	0x829
0x833	0x83b
0x854	0x85c
0x8a6	0x8ae
0x8b8	0x8c0
0x8d9	0x8e1
0x921	0x12c80x7d9
0x935	0x93d
0x940	0x14af
0x945	0x5837
0x94d	0x5868
0x95a	0x962
0x974	0x1813
0x979	0x589b
0x97c	0x1884
0x981	0x58cc
0x989	0x58fd
0x996	0x99e
0x9ba	0x1929
0x9bf	0x592e
0x9cc	0x9d4
0x9e0	0x199a
0x9e5	0x595f
0x9f2	0x9fa
0xa06	0x1a2f0x9e4
0xa0b	0x5990
0xa13	0xa38
0xa20	0xa28
0xa34	0x1c38
0xa5f	0x59c1
0xa6c	0xa74
0xa77	0x1ccd
0xa7c	0x59f2
0xa89	0xa91
0xa94	0x1cd8
0xa99	0x5a23
0xaa6	0xaae
0xac2	0x1ce3
0xac7	0x5a54
0xacf	0x5a85
0xadc	0xae4
