0x0	__function_selector__
0x220	balanceOf(address,uint256)
0x25e	supportsInterface(bytes4)
0x299	setURI(string)
0x33f	uri(uint256)
0x3d1	initialized()
0x3d9	mintQuasar(address,uint256,uint256,address,uint256)
0x41b	safeBatchTransferFrom(address,address,uint256[],uint256[],bytes)
0x5dc	removeMinter(address)
0x602	mint(address,uint256)
0x62e	initialize(address,address)
0x65c	balanceOfBatch(address[],uint256[])
0x7cf	transferOwner(address)
0x7f5	burnQuasar(address,uint256)
0x821	baseURI()
0x829	isOperator(address)
0x84f	mintBatch(address,uint256,uint256[])
0x8d2	superInfo(uint256)
0x99f	updatePowah(address,uint256,uint256)
0x9d1	galaxyCommunity()
0x9f5	addMinter(address)
0xa1b	addOperator(address)
0xa41	burn(address,uint256)
0xa6d	setApprovalForAll(address,bool)
0xa9b	mintSuper(address,uint256,uint256,address[],uint256[])
0xb75	quasarInfo(uint256)
0xbca	isMinter(address)
0xbf0	transferGalaxyCommunity(address)
0xc16	removeOperator(address)
0xc3c	burnBatch(address,uint256[])
0xcba	starNFTOwner()
0xcc2	starInfo(uint256)
0xd12	burnSuper(address,uint256)
0xd3e	isOwnerOf(address,uint256)
0xd6a	isApprovedForAll(address,address)
0xd98	safeTransferFrom(address,address,uint256,uint256,bytes)
0xe61	starNFTCount()
0x1086	0x1086
0x1857	0x1857
0x2497	0x2497
0x24d2	0x24d2
0x26ae	0x26ae
0x27fd	0x27fd
0x2ad1	0x2ad1
0x2c7b	0x2c7b
0x2f36	0x2f36
0x312c	0x312c
0x34fd	0x34fd
0x3684	0x3684
0x368a	0x368a
0x36bd	0x36bd
0x36e0	0x36e0
0x3813	0x3813
0x389f	0x389f
0x38c0	0x38c0
0x3913	0x3913
0x394e	0x394e
0x3969	0x3969
0x3c4e	()
0x3c4e	fallback()
